K10E9.2	8209	1805	4.54792243767313
Y48G1BL.4	3082	582	5.29553264604811
Y48G1BM.4	59073	4929	11.984783931832
F56A6.3	2404	1038	2.31599229287091
Y95B8A.3	2599	1020	2.54803921568627
Y51F10.8	4900	735	6.66666666666667
Y51F10.1	5433	525	10.3485714285714
Y20F4.5	25168	2888	8.71468144044321
Y20F4.9	24488	4097	5.97705638271906
Y37E3.18	6966	1431	4.86792452830189
Y71F9AL.3	1772	1272	1.39308176100629
M01B12.1	1776	700	2.53714285714286
K09H9.4	7541	921	8.18783930510315
T03F1.4	9570	3714	2.5767366720517
C24G7.3	1382	702	1.96866096866097
C44E4.8	2748	702	3.91452991452991
F54D7.1	4222	1878	2.24813631522897
M01A10.4	9371	2319	4.04096593359207
Y76G2A.2	22562	451	50.0266075388027
Y76G2A.1	4001	637	6.28100470957614
C06A5.4	8376	798	10.4962406015038
C06A5.5	4868	637	7.64207221350078
C06A5.10	17337	451	38.4412416851441
F56F4.7	2655	331	8.02114803625378
K04F10.5	4778	2341	2.04100811618966
F30F8.4	7887	1841	4.28408473655622
F16D3.5	2820	1020	2.76470588235294
M04C7.2	14494	2088	6.94157088122605
F43G9.7	5890	2418	2.43589743589744
F26H9.3	7597	1011	7.51434223541048
F30A10.7	4145	2361	1.75561202880136
T05F1.12	2792	798	3.49874686716792
C04F12.2	2301	714	3.22268907563025
C04F12.11	1244	501	2.48303393213573
ZC247.4	2160	1038	2.08092485549133
T20F10.7	27890	1540	18.1103896103896
T20F10.4	12556	1251	10.0367705835332
T20F10.6	49981	3425	14.5929927007299
Y106G6G.5	69855	4283	16.3098295587205
Y106G6G.8	6496	401	16.1995012468828
F59C6.1	4405	1073	4.10531220876048
F49D11.5	10216	960	10.6416666666667
W04G5.1	7657	1011	7.57368941641939
Y47H9C.3	2404	1038	2.31599229287091
E03H4.1	3618	1020	3.54705882352941
T27F6.9	4375	1038	4.21483622350674
Y26D4A.20	32450	1068	30.3838951310861
Y26D4A.9	79062	4308	18.3523676880223
Y26D4A.14	47531	3699	12.8496891051636
Y26D4A.10	12900	1251	10.3117505995204
Y26D4A.11	19036	1167	16.311910882605
F22G12.2	2322	1209	1.92059553349876
ZK1225.3	3148	1020	3.08627450980392
Y48G10A.5	2240	1038	2.15799614643545
Y48G10A.10	5281	442	11.947963800905
Y87G2A.12	7975	2376	3.35648148148148
Y6B3B.8	2434	1038	2.34489402697495
Y71A12B.7	47271	4859	9.72854496810043
Y71A12B.32	2548	1494	1.70548862115127
ZC334.4	4656	1073	4.33923578751165
C49A1.8	11106	1803	6.15973377703827
F09C3.6	55257	4881	11.320835894284
C01B12.6	2474	1038	2.38342967244701
W07E6.6	2160	1038	2.08092485549133
K07E8.10	3983	605	6.58347107438017
Y39F10A.4	4688	1073	4.3690587138863
T07D3.8	4557	1073	4.24697110904007
F45D11.6	10494	1574	6.66709021601017
M01D1.4	3608	1020	3.53725490196078
K02E7.3	14996	2892	5.18533886583679
K02E7.2	10223	1760	5.80852272727273
F58E1.1	13024	1306	9.97243491577335
C08F1.9	3458	1662	2.0806257521059
C52E2.8	8850	2179	4.06149609912804
ZK250.4	4616	1073	4.30195712954334
ZK250.3	14528	1160	12.5241379310345
ZK250.1	20057	2462	8.14662875710804
T16A1.9	1348	177	7.61581920903955
R52.2	7730	3060	2.52614379084967
C40A11.9	7374	1682	4.38406658739596
K09F6.2	23100	3291	7.01914311759344
B0281.2	6912	1167	5.92287917737789
K08A2.6	2160	1038	2.08092485549133
F39E9.5	2894	940	3.07872340425532
F14D2.9	31001	3803	8.15172232448067
C16C8.6	3006	945	3.18095238095238
Y49F6A.4	185346	4336	42.7458487084871
C49D10.1	7081	2392	2.96028428093645
F53C3.9	6143	1458	4.21330589849108
T20H12.2	2160	1038	2.08092485549133
Y54C5B.1	11864	1940	6.11546391752577
R03H10.9	3804	605	6.28760330578512
